"SEQUENCIAL_CANDIDATO";"SIGLA_UF";"TOTAL_VOTOS"
260000000006;"SE";1345
260000000010;"SE";695
260000000011;"SE";1151
260000000020;"SE";431
260000000021;"SE";126
260000000022;"SE";1363
260000000023;"SE";2094
260000000024;"SE";15193
260000000030;"SE";204
260000000031;"SE";281
260000000032;"SE";601
260000000039;"SE";426
260000000040;"SE";742
260000000041;"SE";80
260000000042;"SE";37
260000000043;"SE";190
260000000045;"SE";594
260000000046;"SE";918
260000000065;"SE";756
260000000066;"SE";278
260000000067;"SE";1098
260000000068;"SE";947
260000000070;"SE";27
260000000071;"SE";40
260000000072;"SE";0
260000000087;"SE";44263
260000000089;"SE";28516
260000000090;"SE";131236
260000000091;"SE";84198
260000000092;"SE";415
260000000094;"SE";112
260000000096;"SE";846
260000000097;"SE";1014
260000000098;"SE";4548
260000000099;"SE";71523
260000000100;"SE";1710
260000000102;"SE";161
260000000103;"SE";2503
260000000104;"SE";494
260000000105;"SE";5791
260000000106;"SE";28237
260000000107;"SE";5135
260000000110;"SE";608
260000000174;"SE";1621
260000000175;"SE";126
260000000176;"SE";2250
260000000177;"SE";80895
260000000178;"SE";498
260000000179;"SE";1569
260000000180;"SE";36570
260000000181;"SE";13
260000000182;"SE";68199
260000000184;"SE";83401
260000000185;"SE";1942
260000000186;"SE";5551
260000000187;"SE";2149
260000000188;"SE";48050
260000000189;"SE";52959
260000000190;"SE";40814
260000000191;"SE";9575
260000000192;"SE";113
260000000193;"SE";36966
260000000196;"SE";85
260000000197;"SE";53455
260000000267;"SE";339
260000000268;"SE";373
260000000289;"SE";120
260000000304;"SE";532
260000000345;"SE";22
260000000352;"SE";139
260000000353;"SE";1874
260000000356;"SE";3083
250000000091;"SP";163
250000000092;"SP";5491
250000000093;"SP";3339
250000000094;"SP";796
250000000095;"SP";658
250000000096;"SP";15190
250000000097;"SP";201
250000000098;"SP";850
250000000099;"SP";112
250000000100;"SP";678
250000000101;"SP";294
250000000102;"SP";1898
250000000103;"SP";1759
250000000105;"SP";176
250000000106;"SP";3871
250000000107;"SP";1249
250000000108;"SP";712
250000000109;"SP";3374
250000000110;"SP";718
250000000111;"SP";3149
250000000112;"SP";0
250000000114;"SP";348
250000000115;"SP";2182
250000000116;"SP";606
250000000117;"SP";325
250000000118;"SP";370
250000000119;"SP";1285
250000000120;"SP";0
250000000121;"SP";32195
250000000122;"SP";607
250000000123;"SP";29695
250000000124;"SP";430
250000000126;"SP";846
250000000127;"SP";3074
250000000129;"SP";218
250000000130;"SP";61
250000000131;"SP";630
250000000132;"SP";81
250000000133;"SP";924
250000000134;"SP";5960
250000000135;"SP";1005
250000000136;"SP";50
250000000137;"SP";176
250000000138;"SP";804
250000000139;"SP";2881
250000000140;"SP";156
250000000141;"SP";285
250000000142;"SP";1271
250000000143;"SP";693
250000000144;"SP";605
250000000145;"SP";86647
250000000147;"SP";560
250000000148;"SP";785
250000000149;"SP";53380
250000000150;"SP";1661
250000000151;"SP";502
250000000152;"SP";559
250000000153;"SP";544
250000000154;"SP";645
250000000155;"SP";739
250000000156;"SP";1272
250000000157;"SP";21
250000000158;"SP";2100
250000000268;"SP";1293
250000000277;"SP";2943
250000000278;"SP";157
250000000279;"SP";679
250000000280;"SP";5436
250000000281;"SP";312
250000000282;"SP";1057
250000000283;"SP";447
250000000284;"SP";528
250000000285;"SP";135
250000000286;"SP";492
250000000287;"SP";91
250000000288;"SP";571
250000000289;"SP";111
250000000290;"SP";792
250000000291;"SP";240
250000000292;"SP";4319
250000000293;"SP";333
250000000294;"SP";565
250000000295;"SP";3109
250000000296;"SP";331
250000000297;"SP";45
250000000298;"SP";141
250000000299;"SP";740
250000000300;"SP";696
250000000301;"SP";2321
250000000303;"SP";1492
250000000304;"SP";1109
250000000305;"SP";503
250000000306;"SP";167
250000000307;"SP";819
250000000308;"SP";522
250000000346;"SP";323
250000000351;"SP";401
250000000358;"SP";447
250000000360;"SP";249
250000000363;"SP";103
250000000366;"SP";551
250000000370;"SP";6
250000000371;"SP";226
250000000374;"SP";2002
250000000382;"SP";3736
250000000386;"SP";18332
250000000388;"SP";398087
250000000389;"SP";12979
250000000392;"SP";2489
250000000398;"SP";4225
250000000400;"SP";491
250000000409;"SP";82224
250000000410;"SP";1483
250000000412;"SP";2104
250000000413;"SP";275
250000000418;"SP";10953
250000000419;"SP";541
250000000425;"SP";747
250000000431;"SP";293
250000000436;"SP";10508
250000000437;"SP";21371
250000000439;"SP";2234
250000000441;"SP";31720
250000000442;"SP";602
250000000444;"SP";1223
250000000445;"SP";38163
250000000446;"SP";1829
250000000457;"SP";11612
250000000460;"SP";0
250000000463;"SP";0
250000000465;"SP";0
250000000470;"SP";47
250000000471;"SP";63
250000000472;"SP";30
250000000475;"SP";310
250000000476;"SP";70
250000000481;"SP";1008
250000000487;"SP";512
250000000490;"SP";448
250000000494;"SP";10179
250000000495;"SP";266
250000000496;"SP";120044
250000000498;"SP";351
250000000606;"SP";62607
250000000607;"SP";54904
250000000608;"SP";10549
250000000609;"SP";34768
250000000610;"SP";77831
250000000611;"SP";5649
250000000612;"SP";121681
250000000613;"SP";169834
250000000614;"SP";135772
250000000615;"SP";3281
250000000616;"SP";50535
250000000617;"SP";5507
250000000618;"SP";138286
250000000619;"SP";1505
250000000620;"SP";6224
250000000621;"SP";753
250000000622;"SP";6016
250000000623;"SP";60808
250000000624;"SP";2331
250000000625;"SP";2268
250000000626;"SP";9051
250000000627;"SP";611
250000000628;"SP";61347
250000000629;"SP";58787
250000000630;"SP";356
250000000631;"SP";44164
250000000632;"SP";77325
250000000633;"SP";43872
250000000634;"SP";77595
250000000636;"SP";1706
250000000637;"SP";5492
250000000638;"SP";82368
250000000639;"SP";9846
250000000640;"SP";2351
250000000641;"SP";1734
250000000642;"SP";78626
250000000643;"SP";111301
250000000644;"SP";997
250000000645;"SP";8006
250000000646;"SP";17008
250000000647;"SP";1352
250000000648;"SP";26362
250000000649;"SP";4820
250000000650;"SP";5995
250000000651;"SP";52112
250000000652;"SP";74598
250000000653;"SP";101196
250000000654;"SP";2083
250000000655;"SP";693
250000000656;"SP";16085
250000000657;"SP";7087
250000000658;"SP";2333
250000000659;"SP";75728
250000000660;"SP";6959
250000000661;"SP";5718
250000000662;"SP";53285
250000000663;"SP";5219
250000000664;"SP";117652
250000000665;"SP";89001
250000000666;"SP";8191
250000000667;"SP";1424
250000000668;"SP";0
250000000669;"SP";780
250000000670;"SP";2610
250000000671;"SP";84419
250000000672;"SP";90641
250000000673;"SP";82105
250000000674;"SP";601
250000000675;"SP";27978
250000000677;"SP";912
250000000678;"SP";11230
250000000679;"SP";1122
250000000680;"SP";213
250000000681;"SP";1497
250000000682;"SP";909
250000000683;"SP";13716
250000000684;"SP";11724
250000000685;"SP";10343
250000000687;"SP";201
250000000688;"SP";245
250000000689;"SP";46905
250000000690;"SP";8539
250000000691;"SP";19467
250000000692;"SP";25962
250000000693;"SP";460
250000000694;"SP";32080
250000000695;"SP";179950
250000000696;"SP";115942
250000000697;"SP";5489
250000000698;"SP";9215
250000000699;"SP";1856
250000000700;"SP";111300
250000000701;"SP";5306
250000000702;"SP";414
250000000703;"SP";0
250000000704;"SP";21221
250000000708;"SP";11753
250000000751;"SP";1016796
250000000756;"SP";3334
250000000757;"SP";16481
250000000763;"SP";78
250000000766;"SP";30
250000000767;"SP";4638
250000000769;"SP";1164
250000000773;"SP";1702
250000000774;"SP";20640
250000000776;"SP";6486
250000000778;"SP";54
250000000781;"SP";22339
250000000782;"SP";1232
250000000783;"SP";1252
250000000784;"SP";70370
250000000785;"SP";1077
250000000786;"SP";375
250000000787;"SP";951
250000000788;"SP";121
250000000789;"SP";191
250000000802;"SP";2521
250000000803;"SP";1683
250000000807;"SP";1283
250000000808;"SP";888
250000000809;"SP";2074
250000000810;"SP";23901
250000000811;"SP";2938
250000000813;"SP";568
250000000816;"SP";403
250000000825;"SP";251
250000000826;"SP";919
250000000827;"SP";1668
250000000828;"SP";5369
250000000829;"SP";610
250000000830;"SP";38808
250000000831;"SP";37548
250000000832;"SP";58
250000000833;"SP";6577
250000000839;"SP";227186
250000000841;"SP";1541
250000000842;"SP";0
250000000843;"SP";3907
250000000844;"SP";750
250000000845;"SP";607
250000000848;"SP";824
250000000850;"SP";55
250000000851;"SP";86
250000000899;"SP";0
250000000900;"SP";803
250000000901;"SP";703
250000000902;"SP";6574
250000000903;"SP";4530
250000000904;"SP";4149
250000000905;"SP";3234
250000000906;"SP";251
250000000907;"SP";14335
250000000908;"SP";535
250000000909;"SP";8619
250000000910;"SP";5380
250000000912;"SP";15550
250000000913;"SP";0
250000000914;"SP";6283
250000000915;"SP";2501
250000000917;"SP";48836
250000000918;"SP";2618
250000000919;"SP";4262
250000000920;"SP";523
250000000921;"SP";38378
250000000922;"SP";3339
250000000923;"SP";1799
250000000924;"SP";1064
250000000925;"SP";355
250000000926;"SP";109591
250000000927;"SP";25255
250000000928;"SP";3312
250000000929;"SP";46485
250000000930;"SP";0
250000000931;"SP";26324
250000000933;"SP";235
250000000934;"SP";229
250000000935;"SP";2001
250000000936;"SP";453
250000000938;"SP";3821
250000000939;"SP";762
250000000940;"SP";29089
250000000941;"SP";52437
250000000943;"SP";10252
250000000944;"SP";538
250000000945;"SP";17145
250000000946;"SP";179
250000000947;"SP";0
250000000948;"SP";2424
250000000950;"SP";259
250000000951;"SP";13836
250000000952;"SP";1515
250000000953;"SP";184
250000000954;"SP";40979
250000000955;"SP";1307
250000000956;"SP";0
250000000957;"SP";94
250000000958;"SP";370
250000000959;"SP";3868
250000000960;"SP";195
250000000961;"SP";2277
250000000962;"SP";2232
250000000963;"SP";10643
250000000964;"SP";2044
250000000965;"SP";49910
250000000966;"SP";8500
250000000967;"SP";1329
250000000968;"SP";5131
250000000969;"SP";4902
250000000971;"SP";67191
250000000972;"SP";958
250000000973;"SP";999
250000000974;"SP";108
250000000976;"SP";46
250000000978;"SP";3700
250000000979;"SP";1254
250000000980;"SP";624
250000000981;"SP";59362
250000000984;"SP";1759
250000000985;"SP";135
250000000986;"SP";790
250000000987;"SP";1063
250000000988;"SP";799
250000000989;"SP";54186
250000000990;"SP";202
250000000993;"SP";1617
250000001017;"SP";602
250000001104;"SP";180
250000001217;"SP";1024
250000001218;"SP";0
250000001219;"SP";200
250000001220;"SP";0
250000001221;"SP";1242
250000001222;"SP";9944
250000001223;"SP";2171
250000001224;"SP";606
250000001225;"SP";8693
250000001226;"SP";495
250000001227;"SP";2276
250000001228;"SP";766
250000001229;"SP";522
250000001231;"SP";2479
250000001232;"SP";121
250000001233;"SP";3795
250000001234;"SP";2079
250000001235;"SP";22097
250000001236;"SP";5513
250000001237;"SP";645
250000001238;"SP";118
250000001239;"SP";166
250000001240;"SP";9035
250000001241;"SP";252
250000001242;"SP";18120
250000001243;"SP";963
250000001244;"SP";831
250000001245;"SP";1236
250000001246;"SP";191
250000001247;"SP";725
250000001248;"SP";11407
250000001249;"SP";10076
250000001250;"SP";1003
250000001251;"SP";554
250000001252;"SP";0
250000001253;"SP";21205
250000001254;"SP";90
250000001255;"SP";41
250000001256;"SP";584
250000001257;"SP";1524361
250000001258;"SP";848
250000001259;"SP";137939
250000001260;"SP";130516
250000001261;"SP";317
250000001262;"SP";391
250000001263;"SP";240
250000001264;"SP";284
250000001265;"SP";58
250000001266;"SP";10391
250000001267;"SP";462
250000001268;"SP";444
250000001269;"SP";323
250000001270;"SP";31301
250000001271;"SP";14651
250000001272;"SP";45330
250000001273;"SP";383
250000001274;"SP";564
250000001275;"SP";511
250000001276;"SP";80643
250000001278;"SP";303
250000001279;"SP";2292
250000001280;"SP";130
250000001281;"SP";660
250000001282;"SP";30315
250000001283;"SP";1510
250000001284;"SP";768
250000001286;"SP";3445
250000001287;"SP";7400
250000001288;"SP";2107
250000001289;"SP";12929
250000001290;"SP";262
250000001291;"SP";701
250000001292;"SP";1236
250000001293;"SP";707
250000001294;"SP";848
250000001295;"SP";1715
250000001296;"SP";577
250000001297;"SP";1327
250000001298;"SP";1776
250000001299;"SP";2478
250000001300;"SP";360
250000001301;"SP";4672
250000001302;"SP";6275
250000001303;"SP";2236
250000001304;"SP";2010
250000001305;"SP";644
250000001306;"SP";2520
250000001307;"SP";1134
250000001309;"SP";506
250000001310;"SP";771
250000001312;"SP";761
250000001313;"SP";479
250000001314;"SP";57
250000001315;"SP";257
250000001316;"SP";14984
250000001317;"SP";352708
250000001318;"SP";148449
250000001319;"SP";77793
250000001320;"SP";113949
250000001321;"SP";178606
250000001322;"SP";233806
250000001323;"SP";254051
250000001324;"SP";4284
250000001325;"SP";1517
250000001326;"SP";175310
250000001327;"SP";2669
250000001328;"SP";155143
250000001329;"SP";25389
250000001330;"SP";106676
250000001331;"SP";492
250000001332;"SP";0
250000001333;"SP";185638
250000001334;"SP";8357
250000001335;"SP";795
250000001336;"SP";1983
250000001337;"SP";20151
250000001338;"SP";117590
250000001339;"SP";19426
250000001340;"SP";1210
250000001342;"SP";3302
250000001343;"SP";295623
250000001344;"SP";2612
250000001345;"SP";1667
250000001347;"SP";33724
250000001348;"SP";7127
250000001349;"SP";4025
250000001350;"SP";168278
250000001351;"SP";2702
250000001352;"SP";20568
250000001353;"SP";227210
250000001354;"SP";176153
250000001355;"SP";2936
250000001356;"SP";2277
250000001357;"SP";155278
250000001358;"SP";159
250000001359;"SP";13533
250000001360;"SP";1574
250000001361;"SP";505
250000001362;"SP";802
250000001363;"SP";2626
250000001364;"SP";308
250000001365;"SP";13958
250000001366;"SP";35854
250000001367;"SP";62823
250000001368;"SP";17487
250000001369;"SP";29289
250000001370;"SP";2298
250000001371;"SP";155
250000001372;"SP";5279
250000001373;"SP";3343
250000001374;"SP";2915
250000001375;"SP";164760
250000001376;"SP";5249
250000001379;"SP";311
250000001380;"SP";2151
250000001381;"SP";219
250000001382;"SP";2696
250000001383;"SP";2107
250000001385;"SP";0
250000001386;"SP";3374
250000001387;"SP";3015
250000001388;"SP";134138
250000001389;"SP";109708
250000001390;"SP";3961
250000001394;"SP";178771
250000001395;"SP";9536
250000001396;"SP";15111
250000001398;"SP";0
250000001399;"SP";65970
250000001400;"SP";960
250000001401;"SP";653
250000001402;"SP";336151
250000001403;"SP";88
250000001404;"SP";337
250000001405;"SP";444
250000001406;"SP";85
250000001407;"SP";402
250000001408;"SP";3858
250000001409;"SP";3129
250000001410;"SP";41047
250000001411;"SP";1054
250000001412;"SP";5015
250000001413;"SP";373
250000001414;"SP";175
250000001415;"SP";5912
250000001416;"SP";43707
250000001417;"SP";450
250000001418;"SP";0
250000001419;"SP";0
250000001420;"SP";726
250000001421;"SP";22584
250000001423;"SP";14474
250000001424;"SP";741
250000001425;"SP";1098
250000001426;"SP";9363
250000001427;"SP";0
250000001428;"SP";321
250000001429;"SP";1991
250000001431;"SP";0
250000001432;"SP";250
250000001434;"SP";3237
250000001435;"SP";77963
250000001436;"SP";102963
250000001437;"SP";3260
250000001438;"SP";354
250000001439;"SP";549
250000001440;"SP";0
250000001441;"SP";19476
250000001443;"SP";605
250000001444;"SP";19488
250000001445;"SP";0
250000001446;"SP";973
250000001447;"SP";14960
250000001448;"SP";10650
250000001449;"SP";50473
250000001450;"SP";90437
250000001451;"SP";9370
250000001452;"SP";1873
250000001453;"SP";2349
250000001455;"SP";639
250000001456;"SP";1507
250000001458;"SP";1727
250000001459;"SP";2523
250000001460;"SP";50257
250000001461;"SP";698
250000001462;"SP";105247
250000001463;"SP";64932
250000001464;"SP";594
250000001465;"SP";4222
250000001466;"SP";455
250000001467;"SP";790
250000001468;"SP";619
250000001470;"SP";622
250000001471;"SP";3473
250000001472;"SP";1849
250000001474;"SP";2872
250000001475;"SP";0
250000001476;"SP";177279
250000001477;"SP";2398
250000001478;"SP";0
250000001479;"SP";11354
250000001480;"SP";198
250000001481;"SP";40866
250000001482;"SP";197
250000001484;"SP";1509
250000001486;"SP";709
250000001487;"SP";962
250000001493;"SP";568
250000001495;"SP";171
250000001496;"SP";216
250000001689;"SP";7866
250000001696;"SP";564
250000001706;"SP";151
250000001707;"SP";371
250000001710;"SP";8612
250000001711;"SP";2071
250000001712;"SP";0
250000001713;"SP";331
250000001714;"SP";885
250000001717;"SP";1120
250000001718;"SP";950
250000001721;"SP";535
250000001722;"SP";2466
250000001723;"SP";298
250000001725;"SP";1645
250000001727;"SP";574
250000001730;"SP";612
250000001731;"SP";7406
250000001732;"SP";978
250000001733;"SP";181
250000001735;"SP";585
250000001736;"SP";4232
250000001737;"SP";124
250000001740;"SP";238
250000001741;"SP";4999
250000001742;"SP";1147
250000001743;"SP";243
250000001744;"SP";16914
250000001747;"SP";1634
250000001748;"SP";2086
250000001750;"SP";7841
250000001751;"SP";0
250000001752;"SP";244
250000001753;"SP";1503
250000001754;"SP";1330
250000001755;"SP";2466
250000001756;"SP";1911
250000001757;"SP";1337
250000001758;"SP";244
250000001759;"SP";2065
250000001767;"SP";905
250000001768;"SP";1922
250000001769;"SP";481
250000001770;"SP";741
250000001771;"SP";1996
250000001776;"SP";5617
250000001778;"SP";1313
250000001779;"SP";1996
250000001780;"SP";1930
250000001781;"SP";159
250000001782;"SP";86
250000001783;"SP";1069
250000001786;"SP";818
250000001787;"SP";529
250000001789;"SP";0
250000001790;"SP";80
250000001791;"SP";380
250000001792;"SP";351
250000001794;"SP";716
250000001795;"SP";1437
250000001796;"SP";276
250000001797;"SP";1067
250000001798;"SP";0
250000001799;"SP";5682
250000001804;"SP";393
250000001805;"SP";212
250000001807;"SP";10259
250000001808;"SP";789
250000001809;"SP";2418
250000001811;"SP";6560
250000001816;"SP";105
250000001817;"SP";395
250000001820;"SP";4488
250000001821;"SP";241
250000001822;"SP";321
250000001823;"SP";453
250000001824;"SP";1287
250000001826;"SP";216
250000001828;"SP";174
250000001829;"SP";209
250000001830;"SP";11710
250000001831;"SP";394
250000001832;"SP";237
250000001833;"SP";6556
250000001837;"SP";502
250000001840;"SP";168928
250000001844;"SP";22854
250000001845;"SP";112
250000001846;"SP";79
250000001847;"SP";85
250000001848;"SP";126
250000001849;"SP";54
250000001850;"SP";48
250000001851;"SP";510
250000001852;"SP";160
250000001853;"SP";29
250000001854;"SP";33
250000001896;"SP";981
250000001897;"SP";934
250000001898;"SP";2283
250000001900;"SP";178
250000001901;"SP";163
250000001902;"SP";704
250000001903;"SP";333
250000001904;"SP";340
250000001905;"SP";322
250000001906;"SP";462
250000001907;"SP";208
250000001909;"SP";492
250000001910;"SP";400
250000001911;"SP";162
250000001912;"SP";854
250000001913;"SP";3308
250000001914;"SP";410
250000001915;"SP";0
250000001916;"SP";270
250000001917;"SP";228
250000001920;"SP";1081
250000001921;"SP";323
250000001922;"SP";577
250000001923;"SP";325
250000001924;"SP";156
250000001925;"SP";1221
250000001926;"SP";752
250000001927;"SP";389
250000001928;"SP";84
250000001929;"SP";1038
250000001930;"SP";2261
250000001931;"SP";207
250000001933;"SP";636
250000001934;"SP";244
250000001980;"SP";598
250000001981;"SP";12360
250000001982;"SP";0
250000001984;"SP";1891
250000001985;"SP";492
250000001986;"SP";2736
250000001987;"SP";285
250000001988;"SP";86
250000001989;"SP";699
250000001990;"SP";16928
250000001991;"SP";836
250000001992;"SP";10923
250000001993;"SP";3646
250000001994;"SP";545
250000001995;"SP";81
250000001996;"SP";0
250000001997;"SP";3136
250000001998;"SP";1101
250000001999;"SP";4307
250000002000;"SP";242
250000002001;"SP";4301
250000002002;"SP";1722
250000002003;"SP";256
250000002004;"SP";9586
250000002005;"SP";6636
250000002006;"SP";0
250000002007;"SP";0
250000002018;"SP";179196
250000002020;"SP";98870
250000002022;"SP";6906
250000002027;"SP";42739
250000002029;"SP";1454
250000002032;"SP";5048
250000002035;"SP";2868
250000002037;"SP";2641
250000002038;"SP";518
250000002039;"SP";856
250000002040;"SP";273
250000002041;"SP";380
250000002042;"SP";261
250000002043;"SP";617
250000002044;"SP";345
250000002045;"SP";337
250000002076;"SP";121
250000002077;"SP";120
250000002078;"SP";3007
250000002079;"SP";0
250000002081;"SP";925
250000002086;"SP";119
250000002092;"SP";940
250000002093;"SP";5487
250000002094;"SP";27715
250000002095;"SP";495
250000002096;"SP";955
250000002097;"SP";12114
250000002098;"SP";6304
250000002100;"SP";7551
250000002101;"SP";1003
250000002102;"SP";0
250000002103;"SP";588
250000002104;"SP";573
250000002105;"SP";890
250000002106;"SP";241
250000002107;"SP";1145
250000002108;"SP";1262
250000002109;"SP";686
250000002110;"SP";701
250000002111;"SP";181
250000002112;"SP";1115
250000002113;"SP";2742
250000002114;"SP";1361
250000002115;"SP";842
250000002116;"SP";54134
250000002117;"SP";669
250000002118;"SP";324
250000002119;"SP";232
250000002120;"SP";5401
250000002121;"SP";535
250000002122;"SP";11781
250000002123;"SP";1045
250000002124;"SP";314
250000002125;"SP";1285
250000002126;"SP";905
250000002127;"SP";476
250000002128;"SP";199
250000002129;"SP";1082
250000002130;"SP";3756
250000002131;"SP";703
250000002132;"SP";12003
250000002133;"SP";6239
250000002134;"SP";34958
250000002135;"SP";34981
250000002136;"SP";9436
250000002137;"SP";1046
250000002138;"SP";2389
250000002139;"SP";112780
250000002140;"SP";26013
250000002141;"SP";191
250000002142;"SP";208352
250000002143;"SP";46857
250000002144;"SP";21694
250000002145;"SP";10946
250000002146;"SP";34298
250000002147;"SP";1213
250000002151;"SP";882
250000002152;"SP";0
250000002153;"SP";884
250000002154;"SP";1331
250000002156;"SP";21402
250000002157;"SP";59435
250000002158;"SP";41527
250000002159;"SP";156297
250000002160;"SP";154597
250000002162;"SP";604
250000002163;"SP";3050
250000002164;"SP";16672
250000002165;"SP";458
250000002168;"SP";250296
250000002169;"SP";25226
250000002170;"SP";8316
250000002171;"SP";5626
250000002172;"SP";1215
250000002173;"SP";11
250000002174;"SP";32137
250000002175;"SP";9585
250000002176;"SP";6637
250000002177;"SP";9974
250000002178;"SP";928
250000002179;"SP";82
250000002180;"SP";5420
250000002181;"SP";65641
250000002182;"SP";92546
250000002183;"SP";895
250000002184;"SP";18444
250000002185;"SP";42058
250000002186;"SP";4443
250000002187;"SP";377
250000002188;"SP";69426
250000002189;"SP";92583
250000002190;"SP";161790
250000002191;"SP";69604
250000002192;"SP";79909
250000002193;"SP";247
250000002195;"SP";35018
250000002197;"SP";120
250000002199;"SP";31583
250000002200;"SP";1984
250000002201;"SP";113547
250000002204;"SP";88070
250000002252;"SP";421
250000002255;"SP";320
250000002257;"SP";71
250000002258;"SP";264
250000002259;"SP";43
250000002260;"SP";2603
250000002266;"SP";65
250000002268;"SP";0
250000002269;"SP";77
250000002270;"SP";63
250000002271;"SP";10668
250000002272;"SP";120
250000002273;"SP";259
250000002274;"SP";1061
250000002275;"SP";1457
250000002277;"SP";244
250000002295;"SP";2857
250000002296;"SP";402
250000002298;"SP";512
250000002299;"SP";422
250000002300;"SP";11
250000002301;"SP";115
250000002302;"SP";2058
250000002303;"SP";735
250000002304;"SP";595
250000002305;"SP";21
250000002306;"SP";691
250000002307;"SP";240
250000002308;"SP";703
250000002309;"SP";513
250000002326;"SP";17
250000002329;"SP";83
250000002334;"SP";1849
250000002335;"SP";970
250000002337;"SP";0
250000002339;"SP";536
250000002342;"SP";181
250000002343;"SP";112711
250000002344;"SP";112940
250000002345;"SP";1066
250000002348;"SP";42017
250000002351;"SP";121
250000002352;"SP";2271
250000002353;"SP";993
250000002354;"SP";0
250000002355;"SP";608
250000002358;"SP";3189
250000002359;"SP";11604
250000002360;"SP";0
250000002361;"SP";28105
250000002363;"SP";1197
250000002365;"SP";2788
250000002366;"SP";541
250000002370;"SP";73949
250000002373;"SP";891
250000002375;"SP";1395
250000002381;"SP";1816
250000002383;"SP";749
250000002385;"SP";0
250000002386;"SP";142
250000002387;"SP";357
250000002388;"SP";27137
250000002389;"SP";184
250000002390;"SP";12965
250000002391;"SP";0
250000002392;"SP";18464
250000002393;"SP";6469
250000002394;"SP";1390
250000002396;"SP";223
250000002397;"SP";0
250000002398;"SP";0
250000002399;"SP";1123
250000002400;"SP";1296
250000002401;"SP";4694
250000002402;"SP";4755
250000002412;"SP";539
250000002426;"SP";2118
250000002427;"SP";2571
250000002428;"SP";1247
250000002429;"SP";629
250000002430;"SP";594
250000002431;"SP";589
250000002432;"SP";21091
250000002442;"SP";382
250000002445;"SP";1010
250000002447;"SP";2062
250000002448;"SP";628
250000002452;"SP";2909
250000002462;"SP";183
250000002464;"SP";3750
250000002465;"SP";157
250000002467;"SP";4696
250000002474;"SP";4447
250000002478;"SP";671
250000002480;"SP";272
250000002483;"SP";195
250000002485;"SP";1183
250000002486;"SP";684
250000002491;"SP";300
250000002494;"SP";10442
250000002496;"SP";2761
250000002497;"SP";4043
250000002498;"SP";544
250000002499;"SP";0
250000002500;"SP";195
250000002501;"SP";0
250000002503;"SP";303
250000002504;"SP";341
250000002505;"SP";1390
250000002506;"SP";201
250000002507;"SP";1990
250000002508;"SP";732
250000002509;"SP";746
250000002510;"SP";4281
250000002511;"SP";1219
250000002512;"SP";651
250000002513;"SP";94992
250000002514;"SP";1144
250000002516;"SP";124
250000002517;"SP";13184
250000002518;"SP";578
250000002556;"SP";623
250000002564;"SP";5030
250000002565;"SP";2086
250000002570;"SP";530
250000002883;"SP";1683
250000002884;"SP";783
250000002885;"SP";1999
250000002886;"SP";1445
250000002887;"SP";426
250000002889;"SP";2781
250000002890;"SP";769
250000002891;"SP";1442
250000002893;"SP";57
250000002894;"SP";30
250000002895;"SP";4733
250000002896;"SP";2757
250000002897;"SP";156
250000002898;"SP";896
250000002899;"SP";2590
250000002900;"SP";1085
250000002901;"SP";1250
250000002902;"SP";3260
250000002903;"SP";323
250000002904;"SP";1180
250000002905;"SP";3255
250000002906;"SP";987
250000002907;"SP";408
250000002908;"SP";1609
250000002909;"SP";762
250000002910;"SP";7625
250000002911;"SP";496
250000002912;"SP";296
250000002914;"SP";2482
250000002915;"SP";127
250000002916;"SP";4097
250000002917;"SP";6574
250000002918;"SP";3719
250000002919;"SP";1115
250000002920;"SP";133
250000002921;"SP";3135
250000002922;"SP";326
250000002923;"SP";92
250000002926;"SP";42
250000002928;"SP";6313
250000002930;"SP";9049
250000002931;"SP";3262
250000002932;"SP";1427
250000002933;"SP";670
250000002934;"SP";520
250000002935;"SP";0
250000002936;"SP";473
250000002937;"SP";439
250000002938;"SP";1085
250000002939;"SP";870
250000002940;"SP";552
250000002941;"SP";211
250000002942;"SP";465
250000002943;"SP";32622
250000002944;"SP";692
250000002945;"SP";508
250000002946;"SP";24812
250000002947;"SP";653
250000002948;"SP";603
250000002949;"SP";4143
250000002950;"SP";0
250000002951;"SP";178
250000002952;"SP";553
250000002953;"SP";876
250000002954;"SP";48
250000002957;"SP";948
250000002959;"SP";16849
250000002960;"SP";418
250000002961;"SP";219
250000002962;"SP";1658
250000002963;"SP";456
250000002964;"SP";539
250000002965;"SP";405
250000002966;"SP";1399
250000002967;"SP";0
250000002968;"SP";250
250000002969;"SP";3023
250000002970;"SP";801
250000002971;"SP";14936
250000002972;"SP";635
250000002973;"SP";543
250000002974;"SP";93
250000002975;"SP";95
250000002976;"SP";88
250000002977;"SP";785
250000002978;"SP";307
250000002979;"SP";284
250000002980;"SP";2416
250000002981;"SP";630
250000002982;"SP";639
250000002983;"SP";1520
250000002984;"SP";998
250000002985;"SP";399
250000002987;"SP";2923
250000002988;"SP";2018
250000002989;"SP";211
250000002990;"SP";2606
250000002991;"SP";292
250000002992;"SP";336
250000002993;"SP";612
250000002994;"SP";55
250000002996;"SP";610
250000002997;"SP";569
250000002998;"SP";281
250000002999;"SP";1552
250000003000;"SP";2598
250000003001;"SP";292
250000003002;"SP";282
250000003003;"SP";203
250000003004;"SP";132
250000003005;"SP";1270
250000003006;"SP";2327
250000003007;"SP";1434
