"SEQUENCIAL_CANDIDATO";"SIGLA_UF";"TOTAL_VOTOS"
140000000780;"PA";14848
140000000782;"PA";1132
140000000783;"PA";4179
140000000784;"PA";2229
140000000785;"PA";5402
140000000787;"PA";2710
140000000788;"PA";269
140000000789;"PA";992
140000000790;"PA";174
140000000791;"PA";1835
140000000792;"PA";3417
140000000793;"PA";270
140000000794;"PA";16082
140000000795;"PA";93524
140000000915;"PA";5353
140000000916;"PA";22295
140000000917;"PA";33404
140000000918;"PA";17533
140000000919;"PA";40293
140000000920;"PA";2075
140000000921;"PA";12805
140000000922;"PA";36834
140000000923;"PA";193573
140000000924;"PA";14976
140000000925;"PA";2265
140000000926;"PA";843
140000000927;"PA";1010
140000000928;"PA";1281
140000000929;"PA";2985
140000000930;"PA";7385
140000000931;"PA";777
140000000932;"PA";62072
140000000933;"PA";688
140000000934;"PA";70950
140000000935;"PA";13284
140000000936;"PA";560
140000000937;"PA";13686
140000000939;"PA";99
140000000940;"PA";56574
140000000941;"PA";63671
140000000942;"PA";76148
140000000943;"PA";671
140000000944;"PA";265983
140000000945;"PA";122995
140000000946;"PA";96
140000000948;"PA";254
140000000949;"PA";312
140000000952;"PA";236
140000000954;"PA";17
140000000956;"PA";14
140000000958;"PA";0
140000000959;"PA";35
140000000960;"PA";115
140000001020;"PA";0
140000001042;"PA";0
140000001050;"PA";34155
140000001051;"PA";86949
140000001052;"PA";20549
140000001054;"PA";14213
140000001055;"PA";1717
140000001056;"PA";968
140000001101;"PA";1362
140000001162;"PA";682
140000001166;"PA";1044
140000001167;"PA";61
140000001202;"PA";810
140000001241;"PA";0
140000001423;"PA";15
140000001462;"PA";279
150000000008;"PB";182
150000000011;"PB";8240
150000000014;"PB";1698
150000000026;"PB";87
150000000029;"PB";95
150000000030;"PB";48157
150000000034;"PB";448
150000000035;"PB";462
150000000171;"PB";6552
150000000172;"PB";2111
150000000173;"PB";123686
150000000174;"PB";343
150000000175;"PB";105693
150000000176;"PB";1070
150000000177;"PB";154
150000000178;"PB";177680
150000000179;"PB";2953
150000000180;"PB";19768
150000000181;"PB";11141
150000000182;"PB";50171
150000000185;"PB";5721
150000000187;"PB";0
150000000188;"PB";0
150000000189;"PB";1492
150000000190;"PB";0
150000000191;"PB";2306
150000000192;"PB";6701
150000000194;"PB";67558
150000000195;"PB";9352
150000000198;"PB";2424
150000000199;"PB";69922
150000000200;"PB";59
150000000201;"PB";22253
150000000202;"PB";878
150000000204;"PB";12258
150000000205;"PB";3474
150000000206;"PB";83
150000000207;"PB";103477
150000000209;"PB";5715
150000000210;"PB";1705
150000000212;"PB";992
150000000213;"PB";1068
150000000214;"PB";95
150000000215;"PB";322
150000000216;"PB";2070
150000000218;"PB";38
150000000219;"PB";228
150000000220;"PB";2540
150000000221;"PB";2892
150000000222;"PB";297
150000000377;"PB";991
150000000382;"PB";464
150000000394;"PB";3162
150000000405;"PB";109
150000000473;"PB";161999
150000000475;"PB";1365
150000000476;"PB";63433
150000000479;"PB";976
150000000481;"PB";7360
150000000482;"PB";3453
150000000483;"PB";3125
150000000486;"PB";1405
150000000487;"PB";14650
150000000488;"PB";1315
150000000489;"PB";950
150000000490;"PB";562
150000000491;"PB";30044
150000000492;"PB";104799
150000000493;"PB";1531
150000000494;"PB";24603
150000000495;"PB";42
150000000497;"PB";84820
150000000498;"PB";327
150000000499;"PB";665
150000000500;"PB";1025
150000000501;"PB";2299
150000000502;"PB";526
150000000503;"PB";25149
150000000504;"PB";5353
150000000505;"PB";1345
150000000506;"PB";95746
150000000507;"PB";179886
150000000508;"PB";60435
150000000521;"PB";0
150000000528;"PB";0
150000000533;"PB";0
150000000545;"PB";699
150000000608;"PB";30
150000000609;"PB";21
150000000610;"PB";45
150000000649;"PB";967
150000000653;"PB";141
150000000654;"PB";104
150000000668;"PB";321
150000000669;"PB";29
150000000670;"PB";230
170000000001;"PE";341
170000000003;"PE";3898
170000000013;"PE";918
170000000017;"PE";811
170000000018;"PE";1573
170000000019;"PE";2813
170000000023;"PE";35
170000000029;"PE";100875
170000000030;"PE";41226
170000000031;"PE";113588
170000000032;"PE";102669
170000000033;"PE";6140
170000000034;"PE";97269
170000000035;"PE";120059
170000000036;"PE";8042
170000000037;"PE";31
170000000038;"PE";97380
170000000041;"PE";150565
170000000042;"PE";67918
170000000043;"PE";131768
170000000044;"PE";24775
170000000046;"PE";283567
170000000047;"PE";187348
170000000048;"PE";539
170000000049;"PE";36866
170000000050;"PE";122
170000000051;"PE";227470
170000000052;"PE";85053
170000000053;"PE";101
170000000054;"PE";21043
170000000055;"PE";11199
170000000057;"PE";138825
170000000058;"PE";0
170000000059;"PE";16181
170000000060;"PE";6080
170000000061;"PE";115926
170000000062;"PE";1567
170000000063;"PE";18962
170000000064;"PE";13065
170000000065;"PE";1125
170000000066;"PE";9090
170000000067;"PE";6683
170000000068;"PE";112684
170000000069;"PE";50128
170000000070;"PE";233762
170000000071;"PE";101452
170000000072;"PE";46
170000000073;"PE";7238
170000000076;"PE";88250
170000000078;"PE";335
170000000453;"PE";3611
170000000454;"PE";4436
170000000458;"PE";208
170000000459;"PE";1174
170000000461;"PE";315
170000000465;"PE";74
170000000466;"PE";261
170000000467;"PE";1780
170000000468;"PE";14
170000000469;"PE";1222
170000000470;"PE";10
170000000471;"PE";504
170000000472;"PE";1248
170000000473;"PE";763
170000000474;"PE";896
170000000500;"PE";112
170000000502;"PE";713
170000000503;"PE";340
170000000504;"PE";7616
170000000505;"PE";4102
170000000506;"PE";2646
170000000507;"PE";3109
170000000508;"PE";3727
170000000509;"PE";1989
170000000510;"PE";2655
170000000511;"PE";1617
170000000513;"PE";320
170000000514;"PE";2542
170000000515;"PE";2106
170000000517;"PE";143
170000000518;"PE";5777
170000000519;"PE";23448
170000000520;"PE";1321
170000000521;"PE";24840
170000000522;"PE";14476
170000000523;"PE";216
170000000524;"PE";9159
170000000525;"PE";14244
170000000526;"PE";8
170000000527;"PE";419
170000000528;"PE";1068
170000000529;"PE";4497
170000000530;"PE";18355
170000000531;"PE";28585
170000000532;"PE";761
170000000534;"PE";44
170000000535;"PE";16629
170000000536;"PE";6891
170000000537;"PE";5150
170000000538;"PE";5
170000000539;"PE";7940
170000000540;"PE";880
170000000541;"PE";707
170000000544;"PE";951
170000000545;"PE";1739
170000000546;"PE";413
170000000548;"PE";80
170000000549;"PE";16
170000000550;"PE";164
170000000592;"PE";20897
170000000593;"PE";453
170000000596;"PE";0
170000000600;"PE";14524
170000000603;"PE";86023
170000000604;"PE";251
170000000605;"PE";315
170000000615;"PE";33016
170000000616;"PE";86739
170000000627;"PE";59147
170000000628;"PE";103461
170000000641;"PE";0
170000000642;"PE";3955
170000000643;"PE";97057
170000000645;"PE";18031
170000000652;"PE";12291
170000000653;"PE";218
170000000654;"PE";1133
170000000655;"PE";61025
170000000656;"PE";3495
170000000667;"PE";465
170000000669;"PE";92262
170000000670;"PE";15
170000000679;"PE";99912
170000000680;"PE";56597
170000000681;"PE";116
170000000691;"PE";38552
170000000692;"PE";3668
170000000693;"PE";59
170000000694;"PE";14
170000000703;"PE";2493
170000000704;"PE";20
170000000705;"PE";3064
170000000706;"PE";63060
170000000707;"PE";73967
170000000716;"PE";363
170000000728;"PE";3064
170000000734;"PE";246
170000000736;"PE";55
170000000738;"PE";1656
170000000739;"PE";254
170000000746;"PE";44
170000000763;"PE";377
170000000764;"PE";166
170000000766;"PE";12
170000000768;"PE";178
180000000009;"PI";183
180000000010;"PI";1129
180000000011;"PI";1447
180000000026;"PI";755
180000000031;"PI";312
180000000032;"PI";457
180000000035;"PI";305
180000000036;"PI";1167
180000000042;"PI";326
180000000049;"PI";111132
180000000050;"PI";77230
180000000053;"PI";59977
180000000054;"PI";99750
180000000055;"PI";300
180000000056;"PI";88765
180000000057;"PI";1483
180000000058;"PI";1004
180000000059;"PI";21553
180000000060;"PI";69705
180000000061;"PI";129276
180000000062;"PI";90898
180000000063;"PI";2479
180000000064;"PI";92349
180000000065;"PI";582
180000000066;"PI";150
180000000067;"PI";1266
180000000068;"PI";46
180000000069;"PI";934
180000000071;"PI";2475
180000000072;"PI";472
180000000073;"PI";404
180000000074;"PI";265
180000000075;"PI";625
180000000193;"PI";1042
180000000202;"PI";141
180000000205;"PI";461
180000000207;"PI";662
180000000209;"PI";1339
180000000213;"PI";10464
180000000214;"PI";94093
180000000216;"PI";45824
180000000217;"PI";7624
180000000221;"PI";134157
180000000234;"PI";30419
180000000239;"PI";686
180000000241;"PI";80839
180000000242;"PI";82549
180000000243;"PI";15664
180000000244;"PI";298
180000000245;"PI";320
180000000261;"PI";121121
180000000269;"PI";1141
180000000270;"PI";1752
180000000273;"PI";32
180000000274;"PI";209
180000000275;"PI";3340
180000000277;"PI";154
180000000278;"PI";2455
180000000284;"PI";339
180000000285;"PI";1912
180000000288;"PI";0
180000000290;"PI";313
180000000291;"PI";328
180000000292;"PI";453
180000000308;"PI";1899
180000000309;"PI";1075
180000000310;"PI";418
180000000311;"PI";885
180000000312;"PI";586
180000000314;"PI";420
180000000315;"PI";828
180000000332;"PI";490
180000000333;"PI";651
180000000340;"PI";322
180000000363;"PI";75596
180000000364;"PI";2141
180000000366;"PI";894
180000000367;"PI";15
180000000372;"PI";96
180000000374;"PI";0
180000000377;"PI";658
180000000379;"PI";80
180000000380;"PI";533
180000000381;"PI";166
180000000382;"PI";172
180000000383;"PI";211
180000000387;"PI";9
180000000423;"PI";0
160000000004;"PR";1438
160000000006;"PR";568
160000000007;"PR";5366
160000000016;"PR";521
160000000024;"PR";959
160000000025;"PR";456
160000000026;"PR";946
160000000028;"PR";265
160000000030;"PR";167
160000000031;"PR";525
160000000033;"PR";160
160000000038;"PR";837
160000000152;"PR";82554
160000000153;"PR";12511
160000000154;"PR";86439
160000000155;"PR";23119
160000000156;"PR";709
160000000157;"PR";4590
160000000158;"PR";177324
160000000159;"PR";137817
160000000160;"PR";106478
160000000161;"PR";151930
160000000162;"PR";114396
160000000163;"PR";81789
160000000164;"PR";9076
160000000165;"PR";6510
160000000166;"PR";2972
160000000167;"PR";85155
160000000168;"PR";459
160000000169;"PR";162952
160000000170;"PR";14902
160000000171;"PR";75519
160000000172;"PR";6648
160000000173;"PR";63970
160000000174;"PR";444
160000000175;"PR";58924
160000000176;"PR";5902
160000000178;"PR";271
160000000179;"PR";144305
160000000180;"PR";23239
160000000181;"PR";106852
160000000183;"PR";6176
160000000184;"PR";212
160000000186;"PR";10215
160000000187;"PR";92042
160000000188;"PR";4201
160000000191;"PR";32123
160000000192;"PR";78064
160000000193;"PR";6922
160000000194;"PR";730
160000000195;"PR";5806
160000000196;"PR";782
160000000197;"PR";17
160000000198;"PR";531
160000000199;"PR";0
160000000200;"PR";159569
160000000201;"PR";465
160000000202;"PR";278
160000000203;"PR";3981
160000000204;"PR";2272
160000000205;"PR";19307
160000000206;"PR";95841
160000000207;"PR";116909
160000000208;"PR";17498
160000000209;"PR";351
160000000378;"PR";19268
160000000379;"PR";52260
160000000380;"PR";886
160000000383;"PR";150213
160000000385;"PR";5787
160000000386;"PR";1667
160000000387;"PR";2440
160000000388;"PR";176370
160000000389;"PR";117048
160000000390;"PR";37457
160000000391;"PR";58493
160000000393;"PR";77699
160000000394;"PR";109
160000000395;"PR";2154
160000000397;"PR";693
160000000398;"PR";2741
160000000402;"PR";12634
160000000411;"PR";18273
160000000412;"PR";32580
160000000415;"PR";91
160000000420;"PR";19555
160000000424;"PR";696
160000000430;"PR";1438
160000000431;"PR";13190
160000000432;"PR";3957
160000000433;"PR";57
160000000434;"PR";564
160000000447;"PR";300
160000000448;"PR";177
160000000449;"PR";81181
160000000450;"PR";216
160000000454;"PR";260
160000000456;"PR";811
160000000459;"PR";0
160000000460;"PR";1539
160000000461;"PR";35293
160000000462;"PR";3235
160000000463;"PR";747
160000000464;"PR";349
160000000465;"PR";350
160000000466;"PR";15482
160000000475;"PR";5305
160000000477;"PR";330
160000000478;"PR";842
160000000479;"PR";13265
160000000484;"PR";322
160000000485;"PR";314
160000000486;"PR";648
160000000501;"PR";301
160000000508;"PR";600
160000000513;"PR";687
160000000515;"PR";200
160000000521;"PR";2458
160000000523;"PR";1188
160000000598;"PR";426
160000000600;"PR";510
160000000601;"PR";3454
160000000602;"PR";1143
160000000603;"PR";1841
160000000604;"PR";11488
160000000605;"PR";2744
160000000606;"PR";9546
160000000607;"PR";1882
160000000608;"PR";59974
160000000609;"PR";7710
160000000610;"PR";578
160000000611;"PR";3723
160000000613;"PR";116
160000000614;"PR";6246
160000000615;"PR";11235
160000000616;"PR";221
160000000617;"PR";2170
160000000618;"PR";61
160000000619;"PR";156263
160000000620;"PR";569
160000000621;"PR";4192
160000000622;"PR";155
160000000623;"PR";5179
160000000624;"PR";10891
160000000626;"PR";4025
160000000627;"PR";55
160000000629;"PR";3179
160000000630;"PR";595
160000000631;"PR";19222
160000000634;"PR";97
160000000635;"PR";830
160000000638;"PR";1156
160000000639;"PR";141
160000000644;"PR";299
160000000692;"PR";521
160000000693;"PR";4428
160000000694;"PR";1813
160000000753;"PR";2030
160000000754;"PR";1851
160000000755;"PR";65705
160000000756;"PR";43608
160000000757;"PR";1485
160000000758;"PR";1057
160000000759;"PR";71822
160000000760;"PR";76116
160000000761;"PR";200144
160000000762;"PR";941
160000000763;"PR";23384
160000000764;"PR";107508
160000000765;"PR";4910
160000000766;"PR";664
160000000768;"PR";155583
160000000769;"PR";719
160000000771;"PR";427
160000000772;"PR";29855
160000000773;"PR";504
160000000774;"PR";29725
160000000775;"PR";3970
160000000776;"PR";1134
160000000777;"PR";476
160000000778;"PR";609
160000000779;"PR";200
160000000780;"PR";427
160000000781;"PR";437
160000000782;"PR";826
160000000783;"PR";10186
160000000784;"PR";697
160000000786;"PR";353
160000000787;"PR";0
160000000788;"PR";4599
160000000789;"PR";999
160000000790;"PR";5146
160000000791;"PR";224
160000000792;"PR";313
160000000793;"PR";691
160000000794;"PR";2906
160000000795;"PR";634
160000000796;"PR";82886
160000000797;"PR";602
160000000798;"PR";470
160000000799;"PR";133
160000000800;"PR";20678
160000000802;"PR";549
160000000803;"PR";59152
160000000804;"PR";0
160000000806;"PR";2047
160000001029;"PR";1862
160000001030;"PR";305
160000001090;"PR";3158
160000001102;"PR";674
160000001103;"PR";3581
160000001111;"PR";1031
160000001112;"PR";256
160000001118;"PR";24910
160000001119;"PR";50608
160000001134;"PR";485
160000001135;"PR";8034
160000001136;"PR";61063
160000001137;"PR";1909
160000001138;"PR";12935
160000001139;"PR";341
160000001140;"PR";535
160000001141;"PR";5941
160000001143;"PR";1498
160000001144;"PR";431
160000001146;"PR";187475
160000001147;"PR";18742
160000001148;"PR";3802
160000001149;"PR";12262
160000001150;"PR";28395
160000001151;"PR";15824
160000001152;"PR";1312
160000001154;"PR";707
160000001155;"PR";8826
160000001156;"PR";5058
160000001157;"PR";192
160000001158;"PR";2459
160000001160;"PR";367
160000001162;"PR";1248
160000001163;"PR";1344
160000001164;"PR";176
160000001166;"PR";766
160000001167;"PR";0
160000001168;"PR";604
160000001169;"PR";1069
160000001170;"PR";86
160000001171;"PR";320
160000001200;"PR";14870
160000001202;"PR";683
160000001208;"PR";1347
160000001211;"PR";543
160000001213;"PR";769
160000001214;"PR";672
160000001215;"PR";894
160000001217;"PR";84
160000001224;"PR";606
160000001228;"PR";0
160000001229;"PR";0
160000001232;"PR";4752
160000001233;"PR";22
160000001234;"PR";217
160000001240;"PR";594
160000001242;"PR";2492
160000001243;"PR";100
160000001244;"PR";373
160000001245;"PR";1461
160000001247;"PR";85
160000001248;"PR";308
160000001277;"PR";1541
160000001281;"PR";506
160000001282;"PR";210
160000001298;"PR";1021
160000001299;"PR";1291
160000001336;"PR";4901
160000001339;"PR";1533
160000001381;"PR";33
160000001384;"PR";248
160000001385;"PR";523
160000001386;"PR";162
160000001387;"PR";721
160000001393;"PR";39
160000001395;"PR";14
160000001396;"PR";13
160000001398;"PR";134
160000001404;"PR";8
160000001407;"PR";169
160000001423;"PR";86
160000001425;"PR";1689
160000001462;"PR";2190
160000001464;"PR";0
160000001483;"PR";5508
160000001484;"PR";103
160000001485;"PR";1589
160000001486;"PR";2072
160000001487;"PR";1077
190000000098;"RJ";8737
190000000106;"RJ";992
190000000111;"RJ";0
190000000125;"RJ";0
190000000126;"RJ";364
190000000127;"RJ";107
190000000128;"RJ";134
190000000129;"RJ";928
190000000130;"RJ";1418
190000000131;"RJ";0
190000000132;"RJ";314
190000000133;"RJ";38
190000000134;"RJ";0
190000000142;"RJ";0
190000000307;"RJ";7964
190000000309;"RJ";434
190000000310;"RJ";14954
190000000311;"RJ";637
190000000312;"RJ";828
190000000313;"RJ";5042
190000000314;"RJ";5058
190000000315;"RJ";0
190000000316;"RJ";447
190000000317;"RJ";6750
190000000318;"RJ";2248
190000000319;"RJ";295
190000000320;"RJ";845
190000000321;"RJ";4809
190000000322;"RJ";2169
190000000323;"RJ";210
190000000325;"RJ";254
190000000326;"RJ";1014
190000000327;"RJ";0
190000000328;"RJ";3105
190000000329;"RJ";14786
190000000331;"RJ";3255
190000000332;"RJ";1343
190000000334;"RJ";0
190000000335;"RJ";421
190000000336;"RJ";1305
190000000337;"RJ";110
190000000338;"RJ";343
190000000339;"RJ";23412
190000000340;"RJ";727
190000000341;"RJ";27374
190000000342;"RJ";1231
190000000343;"RJ";1982
190000000344;"RJ";1259
190000000346;"RJ";350
190000000347;"RJ";538
190000000348;"RJ";6444
190000000349;"RJ";300
190000000350;"RJ";10687
190000000352;"RJ";306
190000000353;"RJ";1246
190000000354;"RJ";8975
190000000355;"RJ";16
190000000356;"RJ";185
190000000358;"RJ";450
190000000359;"RJ";0
190000000360;"RJ";540
190000000362;"RJ";10512
190000000363;"RJ";495
190000000364;"RJ";485
190000000366;"RJ";11202
190000000367;"RJ";9538
190000000369;"RJ";221
190000000370;"RJ";0
190000000371;"RJ";215
190000000373;"RJ";6658
190000000374;"RJ";5
190000000375;"RJ";0
190000000376;"RJ";0
190000000377;"RJ";1948
190000000378;"RJ";6283
190000000381;"RJ";878
190000000382;"RJ";279
190000000383;"RJ";0
190000000384;"RJ";0
190000000386;"RJ";848
190000000387;"RJ";8086
190000000388;"RJ";4080
190000000389;"RJ";1482
190000000390;"RJ";58117
190000000391;"RJ";756
190000000392;"RJ";0
190000000393;"RJ";2558
190000000394;"RJ";2145
190000000395;"RJ";35701
190000000396;"RJ";17037
190000000397;"RJ";840
190000000398;"RJ";8709
190000000399;"RJ";929
190000000400;"RJ";4329
190000000414;"RJ";195964
190000000415;"RJ";144770
190000000418;"RJ";168
190000000426;"RJ";1048
190000000429;"RJ";175
190000000430;"RJ";439
190000000432;"RJ";555
190000000436;"RJ";833
190000000437;"RJ";0
190000000438;"RJ";974
190000000440;"RJ";936
190000000442;"RJ";1034
190000000448;"RJ";715
190000000451;"RJ";1980
190000000452;"RJ";1238
190000000453;"RJ";451
190000000454;"RJ";1782
190000000455;"RJ";1399
190000000461;"RJ";100
190000000462;"RJ";23410
190000000463;"RJ";27965
190000000466;"RJ";607
190000000468;"RJ";1262
190000000470;"RJ";760
190000000471;"RJ";0
190000000478;"RJ";355
190000000479;"RJ";446
190000000480;"RJ";724
190000000481;"RJ";175
190000000484;"RJ";550
190000000485;"RJ";1167
190000000487;"RJ";110
190000000488;"RJ";708
190000000489;"RJ";3237
190000000490;"RJ";806
190000000491;"RJ";49831
190000000492;"RJ";2692
190000000499;"RJ";3673
190000000501;"RJ";1399
190000000503;"RJ";440
190000000507;"RJ";421
190000000508;"RJ";1238
190000000511;"RJ";2291
190000000514;"RJ";0
190000000590;"RJ";14966
190000000591;"RJ";1999
190000000592;"RJ";396
190000000593;"RJ";21598
190000000594;"RJ";181
190000000595;"RJ";37989
190000000596;"RJ";2519
190000000597;"RJ";19808
190000000598;"RJ";6673
190000000600;"RJ";4044
190000000601;"RJ";52809
190000000602;"RJ";48903
190000000603;"RJ";638
190000000604;"RJ";2085
190000000605;"RJ";4199
190000000606;"RJ";24628
190000000607;"RJ";20372
190000000608;"RJ";18950
190000000609;"RJ";397
190000000610;"RJ";0
190000000611;"RJ";2586
190000000612;"RJ";1148
190000000613;"RJ";795
190000000614;"RJ";87003
190000000615;"RJ";7312
190000000616;"RJ";30592
190000000617;"RJ";37814
190000000620;"RJ";1152
190000000621;"RJ";6773
190000000622;"RJ";0
190000000623;"RJ";141
190000000624;"RJ";48163
190000000625;"RJ";328
190000000626;"RJ";200
190000000627;"RJ";2330
190000000628;"RJ";103
190000000629;"RJ";16666
190000000633;"RJ";1124
190000000634;"RJ";1202
190000000635;"RJ";1383
190000000636;"RJ";9881
190000000637;"RJ";68531
190000000638;"RJ";0
190000000639;"RJ";10418
190000000643;"RJ";3135
190000000644;"RJ";790
190000000645;"RJ";35463
190000000646;"RJ";1215
190000000647;"RJ";3167
190000000648;"RJ";740
190000000649;"RJ";258
190000000650;"RJ";1008
190000000651;"RJ";486
190000000652;"RJ";500
190000000653;"RJ";597
190000000654;"RJ";435
190000000655;"RJ";5174
190000000656;"RJ";2223
190000000657;"RJ";900
190000000658;"RJ";3014
190000000659;"RJ";6917
190000000660;"RJ";1025
190000000661;"RJ";5745
190000000663;"RJ";82236
190000000664;"RJ";1511
190000000665;"RJ";1042
190000000666;"RJ";1141
190000000667;"RJ";800
190000000668;"RJ";346
190000000670;"RJ";512
190000000671;"RJ";298
190000000672;"RJ";675
190000000680;"RJ";535
190000000681;"RJ";364
190000000682;"RJ";465
190000000683;"RJ";0
190000000684;"RJ";3598
190000000685;"RJ";2467
190000000686;"RJ";467
190000000687;"RJ";974
190000000688;"RJ";303
190000000689;"RJ";3687
190000000690;"RJ";7559
190000000691;"RJ";2113
190000000692;"RJ";2040
190000000693;"RJ";11367
190000000694;"RJ";167
190000000695;"RJ";9192
190000000696;"RJ";754
190000000697;"RJ";1030
190000000698;"RJ";105
190000000700;"RJ";327
190000000701;"RJ";287
190000000702;"RJ";0
190000000703;"RJ";459
190000000704;"RJ";2293
190000000706;"RJ";0
190000000707;"RJ";2668
190000000708;"RJ";0
190000000709;"RJ";0
190000000710;"RJ";90
190000000711;"RJ";4138
190000000714;"RJ";1117
190000000715;"RJ";2239
190000000716;"RJ";1215
190000000717;"RJ";0
190000000718;"RJ";273
190000000719;"RJ";282
190000000720;"RJ";1104
190000000721;"RJ";1741
190000000722;"RJ";228
190000000723;"RJ";429
190000000724;"RJ";2717
190000000725;"RJ";897
190000000726;"RJ";18
190000000771;"RJ";331
190000000773;"RJ";319
190000000775;"RJ";139
190000000776;"RJ";595
190000000779;"RJ";519
190000000780;"RJ";0
190000000781;"RJ";57
190000000782;"RJ";952
190000000783;"RJ";0
190000000785;"RJ";420
190000000793;"RJ";92
190000000801;"RJ";195
190000000803;"RJ";602
190000000814;"RJ";281
190000000815;"RJ";137
190000000816;"RJ";115
190000000818;"RJ";98
190000000822;"RJ";339
190000000823;"RJ";387
190000000824;"RJ";111
190000000825;"RJ";0
190000000838;"RJ";911
190000000839;"RJ";17813
190000000840;"RJ";6493
190000000841;"RJ";1799
190000000842;"RJ";10046
190000000843;"RJ";355
190000000844;"RJ";9993
190000000845;"RJ";1504
190000000846;"RJ";769
190000000847;"RJ";2517
190000000848;"RJ";819
190000000849;"RJ";399
190000000850;"RJ";958
190000000851;"RJ";625
190000000852;"RJ";2584
190000000853;"RJ";1059
190000000854;"RJ";3950
190000000855;"RJ";85
190000000856;"RJ";1044
190000000857;"RJ";1371
190000000858;"RJ";1780
190000000859;"RJ";269
190000000860;"RJ";384
190000000861;"RJ";745
190000000862;"RJ";458
190000000863;"RJ";1989
190000000864;"RJ";210
190000000865;"RJ";15
190000000866;"RJ";89
190000000867;"RJ";287
190000000868;"RJ";905
190000000869;"RJ";179
190000000870;"RJ";659
190000000871;"RJ";2327
190000000872;"RJ";426
190000000873;"RJ";347
190000000874;"RJ";533
190000000875;"RJ";32
190000000876;"RJ";20
190000000877;"RJ";261
190000000878;"RJ";695
190000000880;"RJ";301
190000000881;"RJ";335
190000000883;"RJ";155
190000000884;"RJ";17226
190000000885;"RJ";144
190000000886;"RJ";205
190000000887;"RJ";129
190000000888;"RJ";70
190000000889;"RJ";27
190000000890;"RJ";1095
190000000891;"RJ";240
190000000892;"RJ";62
190000000893;"RJ";106398
190000000894;"RJ";387
190000000895;"RJ";387
190000000896;"RJ";435
190000000897;"RJ";429
190000000898;"RJ";1490
190000000899;"RJ";83
190000000900;"RJ";1906
190000000901;"RJ";1233
190000000902;"RJ";381
190000000903;"RJ";528
190000000904;"RJ";2138
190000000905;"RJ";144
190000000908;"RJ";607
190000000909;"RJ";1503
190000000910;"RJ";16624
190000000911;"RJ";331
190000000912;"RJ";462
190000000914;"RJ";433
190000000915;"RJ";672
190000000916;"RJ";0
190000000917;"RJ";298
190000000919;"RJ";3483
190000000920;"RJ";1458
190000000921;"RJ";7037
190000000922;"RJ";4793
190000000923;"RJ";315
190000000924;"RJ";416
190000000925;"RJ";527
190000000926;"RJ";225
190000000927;"RJ";1370
190000000943;"RJ";1922
190000000944;"RJ";686
190000000945;"RJ";378
190000000946;"RJ";2924
190000000947;"RJ";312
190000000966;"RJ";10506
190000000969;"RJ";34288
190000000970;"RJ";337
190000000972;"RJ";0
190000000974;"RJ";369
190000000975;"RJ";140
190000000976;"RJ";1214
190000000977;"RJ";688
190000000978;"RJ";402
190000000979;"RJ";540
190000000980;"RJ";227
190000000981;"RJ";627
190000000982;"RJ";1385
190000000983;"RJ";1059
190000000984;"RJ";261
190000000985;"RJ";1173
190000000986;"RJ";0
190000000987;"RJ";24330
190000000988;"RJ";1098
190000001014;"RJ";2913
190000001015;"RJ";522
190000001016;"RJ";44
190000001017;"RJ";3822
190000001018;"RJ";614
190000001019;"RJ";0
190000001020;"RJ";1818
190000001021;"RJ";1011
190000001022;"RJ";656
190000001023;"RJ";0
190000001025;"RJ";0
190000001026;"RJ";557
190000001027;"RJ";5381
190000001028;"RJ";0
190000001030;"RJ";1323
190000001031;"RJ";1979
190000001032;"RJ";0
190000001033;"RJ";2885
190000001035;"RJ";0
190000001036;"RJ";0
190000001037;"RJ";639
190000001038;"RJ";0
190000001039;"RJ";816
190000001040;"RJ";0
190000001041;"RJ";0
190000001042;"RJ";957
190000001114;"RJ";53167
190000001261;"RJ";330
190000001268;"RJ";143
190000001272;"RJ";2149
190000001276;"RJ";4349
190000001277;"RJ";4057
190000001278;"RJ";647
190000001279;"RJ";214
190000001280;"RJ";1629
190000001281;"RJ";523
190000001282;"RJ";469
190000001283;"RJ";5664
190000001284;"RJ";8962
190000001285;"RJ";6454
190000001286;"RJ";0
190000001287;"RJ";2500
190000001288;"RJ";300
190000001289;"RJ";1245
190000001293;"RJ";1237
190000001296;"RJ";573
190000001301;"RJ";0
190000001303;"RJ";382
190000001305;"RJ";281
190000001307;"RJ";0
190000001309;"RJ";1431
190000001310;"RJ";650
190000001312;"RJ";6310
190000001313;"RJ";27913
190000001314;"RJ";20
190000001315;"RJ";1355
190000001316;"RJ";141
190000001317;"RJ";658
190000001318;"RJ";441
190000001319;"RJ";548
190000001320;"RJ";0
190000001321;"RJ";3461
190000001322;"RJ";115
190000001323;"RJ";1319
190000001325;"RJ";1109
190000001327;"RJ";5669
190000001328;"RJ";897
190000001329;"RJ";686
190000001330;"RJ";491
190000001331;"RJ";1874
190000001332;"RJ";1017
190000001333;"RJ";31185
190000001334;"RJ";15
190000001335;"RJ";548
190000001336;"RJ";171
190000001337;"RJ";71
190000001338;"RJ";0
190000001339;"RJ";1302
190000001340;"RJ";2202
190000001342;"RJ";13
190000001351;"RJ";220
190000001361;"RJ";743
190000001362;"RJ";2227
190000001384;"RJ";0
190000001385;"RJ";764
190000001393;"RJ";805
190000001411;"RJ";101686
